,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
19,Fri Jan 24 02:57:39 +0000 2020,1220541140316971009,1220541140316971009,@__lvnv @UNCG Thanks Lana!!🙏🏾,False,"[14, 29]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220245815358378e+18,1220245815358377985,417503710.0,417503710,__lvnv,,,,False,0,0,False,False,en,[],[],"[{'screen_name': '__lvnv', 'name': 'K.', 'id': 417503710, 'id_str': '417503710', 'indices': [0, 7]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [8, 13]}]",[],en,recent,826437122794086400,826437122794086400,Mahlik Conley,mahlikc3__,At peace,UNCG📍 ΑΚΨ💼,,,[],False,562,713,0,Tue Jan 31 14:28:59 +0000 2017,503,,,False,False,540,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1098803263527440385/9EO974Zf_normal.jpg,https://pbs.twimg.com/profile_images/1098803263527440385/9EO974Zf_normal.jpg,https://pbs.twimg.com/profile_banners/826437122794086400/1562798690,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Thu Jan 23 15:11:28 +0000 2020,1220363423373873152,1220363423373873152,"@jaclynpmaher @conroylab @DrSherryPagoto @PlanetFitness @traependergrast @melanoma_mama @CDCgov @theNCI @skincancerprev @SkinCancerOrg @MelanomaReAlli @Fitology542 @UNCG @jaclynpmaher Thanks for the positive vibes. The energy ""nap"" pods are on-point. Make sure to check out the Hydromassage chairs right next to them as well.",False,"[170, 325]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200262171993702e+18,1220026217199370241,2612086706.0,2612086706,jaclynpmaher,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'jaclynpmaher', 'name': 'Jaclyn P. Maher', 'id': 2612086706, 'id_str': '2612086706', 'indices': [0, 13]}, {'screen_name': 'conroylab', 'name': 'David Conroy', 'id': 273098874, 'id_str': '273098874', 'indices': [14, 24]}, {'screen_name': 'DrSherryPagoto', 'name': 'Sherry Pagoto', 'id': 264356595, 'id_str': '264356595', 'indices': [25, 40]}, {'screen_name': 'PlanetFitness', 'name': 'Planet Fitness', 'id': 100606370, 'id_str': '100606370', 'indices': [41, 55]}, {'screen_name': 'traependergrast', 'name': 'Tricia Rae Pendergrast', 'id': 896386334394380289, 'id_str': '896386334394380289', 'indices': [56, 72]}, {'screen_name': 'melanoma_mama', 'name': 'Donna Regen 🖤', 'id': 217583784, 'id_str': '217583784', 'indices': [73, 87]}, {'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [88, 95]}, {'screen_name': 'theNCI', 'name': 'National Cancer Institute', 'id': 38530021, 'id_str': '38530021', 'indices': [96, 103]}, {'screen_name': 'skincancerprev', 'name': 'National Council on Skin Cancer Prevention', 'id': 36649466, 'id_str': '36649466', 'indices': [104, 119]}, {'screen_name': 'SkinCancerOrg', 'name': 'SkinCancerFoundation', 'id': 43386507, 'id_str': '43386507', 'indices': [120, 134]}, {'screen_name': 'MelanomaReAlli', 'name': 'Melanoma Research', 'id': 34941915, 'id_str': '34941915', 'indices': [135, 150]}, {'screen_name': 'Fitology542', 'name': 'Fitology', 'id': 950376752, 'id_str': '950376752', 'indices': [151, 163]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [164, 169]}, {'screen_name': 'jaclynpmaher', 'name': 'Jaclyn P. Maher', 'id': 2612086706, 'id_str': '2612086706', 'indices': [170, 183]}]",[],en,recent,102098228,102098228,UNCG Recreation & Wellness,UNCGRecWell,UNCG Kaplan Center,"We believe a balance of social, mental and physical wellness creates a foundation for successful, healthy individuals. @uncg",https://t.co/YdhipprQJk,"[{'url': 'https://t.co/YdhipprQJk', 'expanded_url': 'http://recwell.uncg.edu/5K', 'display_url': 'recwell.uncg.edu/5K', 'indices': [0, 23]}]",[],False,1633,295,14,Tue Jan 05 16:14:03 +0000 2010,468,,,True,False,7988,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1100123637066158080/GtIJaSbK_normal.png,https://pbs.twimg.com/profile_images/1100123637066158080/GtIJaSbK_normal.png,https://pbs.twimg.com/profile_banners/102098228/1576691749,244270,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Tue Jan 21 23:35:53 +0000 2020,1219765588131602432,1219765588131602432,@JulieAnnLeos @DM_UrFuturePrez @UNCG @uncgspartans @UNCGHRL @UNCG_SA @UNCGBasketball @ACPA Don’t think I didn’t catch that Tina reference @JulieAnnLeos Timely,False,"[91, 158]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193654951383327e+18,1219365495138332677,33379961.0,33379961,JulieAnnLeos,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'JulieAnnLeos', 'name': 'Julie Leos', 'id': 33379961, 'id_str': '33379961', 'indices': [0, 13]}, {'screen_name': 'DM_UrFuturePrez', 'name': 'Demarcus Merritt', 'id': 2934459647, 'id_str': '2934459647', 'indices': [14, 30]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [31, 36]}, {'screen_name': 'uncgspartans', 'name': 'UNCG Athletics', 'id': 29792721, 'id_str': '29792721', 'indices': [37, 50]}, {'screen_name': 'UNCGHRL', 'name': 'UNCG HRL', 'id': 88010095, 'id_str': '88010095', 'indices': [51, 59]}, {'screen_name': 'UNCG_SA', 'name': 'UNCG Student Affairs', 'id': 523424040, 'id_str': '523424040', 'indices': [60, 68]}, {'screen_name': 'UNCGBasketball', 'name': 'UNCG Basketball', 'id': 559744040, 'id_str': '559744040', 'indices': [69, 84]}, {'screen_name': 'ACPA', 'name': 'ACPA', 'id': 24181339, 'id_str': '24181339', 'indices': [85, 90]}, {'screen_name': 'JulieAnnLeos', 'name': 'Julie Leos', 'id': 33379961, 'id_str': '33379961', 'indices': [138, 151]}]",[],en,recent,55336611,55336611,Dr. Cathy Akens,uncgvcsa,"Greensboro, NC",Vice Chancellor for Student Affairs @UNCG,,,[],False,964,1770,22,Thu Jul 09 19:34:37 +0000 2009,2701,,,True,False,2031,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/784510808151785472/td3RXbwQ_normal.jpg,https://pbs.twimg.com/profile_images/784510808151785472/td3RXbwQ_normal.jpg,https://pbs.twimg.com/profile_banners/55336611/1519418126,89C9FA,000000,000000,000000,False,False,False,False,False,False,False,none,a6c257c61f294ec1,https://api.twitter.com/1.1/geo/id/a6c257c61f294ec1.json,city,Greensboro,"Greensboro, NC",US,United States,[],Polygon,"[[[-80.0295184, 35.962623], [-79.6852086, 35.962623], [-79.6852086, 36.218171], [-80.0295184, 36.218171]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Tue Jan 21 14:27:16 +0000 2020,1219627525753556992,1219627525753556992,"RT @wellcraftednc: @OdenBrewing Many thanks to the people at Oden for being gracious hosts; @uncg , @ncbeer , and @UNCGResearch for their o…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'wellcraftednc', 'name': 'Well Crafted NC', 'id': 884840307203997696, 'id_str': '884840307203997696', 'indices': [3, 17]}, {'screen_name': 'OdenBrewing', 'name': 'Oden Brewing Company', 'id': 892801111509393408, 'id_str': '892801111509393408', 'indices': [19, 31]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [92, 97]}, {'screen_name': 'ncbeer', 'name': 'NC Craft Brewers', 'id': 22214699, 'id_str': '22214699', 'indices': [100, 107]}, {'screen_name': 'UNCGResearch', 'name': 'UNCG Research', 'id': 558759939, 'id_str': '558759939', 'indices': [114, 127]}]",[],en,recent,570923614,570923614,UNCG Engagement,UNCG_Comm_Eng,"Greensboro, NC",UNCG's megaphone for community-university partnerships and public service activities. Tweets by the Institute for Community & Economic Engagement (ICEE),http://t.co/Wl1GGu4MW0,"[{'url': 'http://t.co/Wl1GGu4MW0', 'expanded_url': 'http://communityengagement.uncg.edu', 'display_url': 'communityengagement.uncg.edu', 'indices': [0, 22]}]",[],False,1059,456,20,Fri May 04 15:29:31 +0000 2012,171,,,True,False,1446,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1026819042257068032/MYVdbcRk_normal.jpg,https://pbs.twimg.com/profile_images/1026819042257068032/MYVdbcRk_normal.jpg,https://pbs.twimg.com/profile_banners/570923614/1533653816,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,Fri Jan 17 18:57:37 +0000 2020,1.2182460110528102e+18,1218246011052810246,"@OdenBrewing Many thanks to the people at Oden for being gracious hosts; @uncg , @ncbeer , and @UNCGResearch for their ongoing support; and @UNCG_Comm_Eng for funding our current Triad beer research that led to this exhibit in the first place.",False,"[13, 243]",[],[],"[{'screen_name': 'OdenBrewing', 'name': 'Oden Brewing Company', 'id': 892801111509393408, 'id_str': '892801111509393408', 'indices': [0, 12]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [73, 78]}, {'screen_name': 'ncbeer', 'name': 'NC Craft Brewers', 'id': 22214699, 'id_str': '22214699', 'indices': [81, 88]}, {'screen_name': 'UNCGResearch', 'name': 'UNCG Research', 'id': 558759939, 'id_str': '558759939', 'indices': [95, 108]}, {'screen_name': 'UNCG_Comm_Eng', 'name': 'UNCG Engagement', 'id': 570923614, 'id_str': '570923614', 'indices': [140, 154]}]",[],en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2182454729026191e+18,1218245472902619138,8.848403072039977e+17,884840307203997696,wellcraftednc,8.848403072039977e+17,884840307203997696,Well Crafted NC,wellcraftednc,"Greensboro, NC",Well Crafted NC documents beer and brewing history in North Carolina from the breweries of the 1700s to the craft breweries today.,https://t.co/7pM5s02jDB,"[{'url': 'https://t.co/7pM5s02jDB', 'expanded_url': 'http://www.wellcraftednc.com', 'display_url': 'wellcraftednc.com', 'indices': [0, 23]}]",[],False,406.0,242.0,9.0,Tue Jul 11 18:22:23 +0000 2017,1675.0,,,True,False,1193.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/910916646293970946/Lizeyc3C_normal.jpg,https://pbs.twimg.com/profile_images/910916646293970946/Lizeyc3C_normal.jpg,https://pbs.twimg.com/profile_banners/884840307203997696/1531328592,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,,,,,,,,,
40,Tue Jan 21 02:40:22 +0000 2020,1219449628782972930,1219449628782972930,@nickbelardes @thecarolinian @UNCG @UNCG_ENG Thanks!!!!😁,False,"[45, 56]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219439964590461e+18,1219439964590460928,42164103.0,42164103,nickbelardes,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'nickbelardes', 'name': 'Nicholas Belardes', 'id': 42164103, 'id_str': '42164103', 'indices': [0, 13]}, {'screen_name': 'thecarolinian', 'name': 'The Carolinian', 'id': 48202001, 'id_str': '48202001', 'indices': [14, 28]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [29, 34]}, {'screen_name': 'UNCG_ENG', 'name': 'UNCG English', 'id': 1726189160, 'id_str': '1726189160', 'indices': [35, 44]}]",[],en,recent,1168181023152246789,1168181023152246789,Victoria Cox,torileighxvl,"North Carolina, USA","English/Education major, minor in Creative Writing @uncg @uncg_eng Guest-Columnist for @Courier_Tribune & Arts/Entertainment @thecarolinian

@RandolphCC Alumni",https://t.co/Axy2EH0AOJ,"[{'url': 'https://t.co/Axy2EH0AOJ', 'expanded_url': 'https://victoriacoxwriter.wordpress.com/', 'display_url': 'victoriacoxwriter.wordpress.com', 'indices': [0, 23]}]",[],False,143,1003,0,Sun Sep 01 15:17:29 +0000 2019,6877,,,True,False,810,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212853735124357120/0Bje2J97_normal.jpg,https://pbs.twimg.com/profile_images/1212853735124357120/0Bje2J97_normal.jpg,https://pbs.twimg.com/profile_banners/1168181023152246789/1576277277,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Mon Jan 20 19:50:48 +0000 2020,1219346557264261120,1219346557264261120,"@uncg you NEED to fix the elevators in the spring garden apartments. For the past week, I have seen people try to hold the door and the elevator doors closing with the person’s arm inside. It just happened to me while I was trying to get on the elevator. This is ridiculous.",False,"[0, 274]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,65615119.0,65615119,UNCG,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [0, 5]}]",[],en,recent,1206751363,1206751363,caeley 🌈,caeleym12,,lucille bluth in training || uncg theatre ed || she/her || zebra,https://t.co/elQ9YLFV8E,"[{'url': 'https://t.co/elQ9YLFV8E', 'expanded_url': 'https://www.ehlers-danlos.com/', 'display_url': 'ehlers-danlos.com', 'indices': [0, 23]}]",[],False,571,605,9,Fri Feb 22 03:58:12 +0000 2013,52332,,,True,False,31580,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1166573954758258688/DNE3YdQ9_normal.jpg,https://pbs.twimg.com/profile_images/1166573954758258688/DNE3YdQ9_normal.jpg,https://pbs.twimg.com/profile_banners/1206751363/1579940366,89C9FA,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Mon Jan 20 16:48:14 +0000 2020,1219300613206441987,1219300613206441987,Check out the link below for some exciting upcoming events @UNCG,False,"[0, 64]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [59, 64]}]",[],en,recent,1168181023152246789,1168181023152246789,Victoria Cox,torileighxvl,"North Carolina, USA","English/Education major, minor in Creative Writing @uncg @uncg_eng Guest-Columnist for @Courier_Tribune & Arts/Entertainment @thecarolinian

@RandolphCC Alumni",https://t.co/Axy2EH0AOJ,"[{'url': 'https://t.co/Axy2EH0AOJ', 'expanded_url': 'https://victoriacoxwriter.wordpress.com/', 'display_url': 'victoriacoxwriter.wordpress.com', 'indices': [0, 23]}]",[],False,143,1003,0,Sun Sep 01 15:17:29 +0000 2019,6877,,,True,False,810,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212853735124357120/0Bje2J97_normal.jpg,https://pbs.twimg.com/profile_images/1212853735124357120/0Bje2J97_normal.jpg,https://pbs.twimg.com/profile_banners/1168181023152246789/1576277277,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Sun Jan 19 15:22:31 +0000 2020,1218916653335023616,1218916653335023616,RT @JohnNewsomNR: The NC budget-in-limbo has money for a major overhaul of the @UNCG library and Carver Hall (ag research) at @ncatsuaggies…,False,"[0, 140]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'JohnNewsomNR', 'name': 'John Newsom', 'id': 1218934100, 'id_str': '1218934100', 'indices': [3, 16]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [79, 84]}, {'screen_name': 'ncatsuaggies', 'name': 'North Carolina A&T', 'id': 52487302, 'id_str': '52487302', 'indices': [126, 139]}]",[],en,recent,21935387,21935387,DJ Heartless,Kid_HeartLess,"North Charleston, SC",#HBCU Enthusiast #CmonHome movement #NCATAlum #NYGiants,https://t.co/bNKRQdLqGl,"[{'url': 'https://t.co/bNKRQdLqGl', 'expanded_url': 'http://www.mixcloud.com/djheartless', 'display_url': 'mixcloud.com/djheartless', 'indices': [0, 23]}]",[],False,3362,3318,91,Wed Feb 25 23:23:59 +0000 2009,1242,,,True,False,279035,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/663961078015987712/Fkh9IKIN_normal.jpg,https://pbs.twimg.com/profile_images/663961078015987712/Fkh9IKIN_normal.jpg,https://pbs.twimg.com/profile_banners/21935387/1413906359,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,Fri Jan 17 17:00:56 +0000 2020,1.2182166446585037e+18,1218216644658503680,"The NC budget-in-limbo has money for a major overhaul of the @UNCG library and Carver Hall (ag research) at @ncatsuaggies, plus more professor hires at #NCAT. 

There's also money for raises in there.",False,"[0, 200]","[{'text': 'NCAT', 'indices': [152, 157]}]",[],"[{'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [61, 66]}, {'screen_name': 'ncatsuaggies', 'name': 'North Carolina A&T', 'id': 52487302, 'id_str': '52487302', 'indices': [108, 121]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2182161084797338e+18,1218216108479733760,1218934100.0,1218934100,JohnNewsomNR,1218934100.0,1218934100,John Newsom,JohnNewsomNR,"Greensboro, N.C.",#highered reporter for the News & Record and https://t.co/fDImlrvWvN RVA. #GSO. NC. W&M. @appstate dad. Fusionist. Reach me at john.newsom(at)greensboro(dot)com,https://t.co/VamYFlHLb5,"[{'url': 'https://t.co/VamYFlHLb5', 'expanded_url': 'http://www.greensboro.com/blogs/the_syllabus/', 'display_url': 'greensboro.com/blogs/the_syll…', 'indices': [0, 23]}]","[{'url': 'https://t.co/fDImlrvWvN', 'expanded_url': 'http://greensboro.com', 'display_url': 'greensboro.com', 'indices': [45, 68]}]",False,1768.0,1966.0,63.0,Mon Feb 25 15:03:35 +0000 2013,1504.0,,,True,False,15262.0,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/580363431171088384/U7NjssjL_normal.jpg,https://pbs.twimg.com/profile_images/580363431171088384/U7NjssjL_normal.jpg,https://pbs.twimg.com/profile_banners/1218934100/1555350327,190714,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,,,,,,,,,
48,Sun Jan 19 01:02:19 +0000 2020,1218700179114733569,1218700179114733569,"@thecarolinian @UNCG A special once in a lifetime event will take place, and the first major person I will be covering as a ""journalist.""",False,"[21, 137]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.218699108996866e+18,1218699108996866051,1.1681810231522468e+18,1168181023152246789,torileighxvl,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'thecarolinian', 'name': 'The Carolinian', 'id': 48202001, 'id_str': '48202001', 'indices': [0, 14]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [15, 20]}]",[],en,recent,1168181023152246789,1168181023152246789,Victoria Cox,torileighxvl,"North Carolina, USA","English/Education major, minor in Creative Writing @uncg @uncg_eng Guest-Columnist for @Courier_Tribune & Arts/Entertainment @thecarolinian

@RandolphCC Alumni",https://t.co/Axy2EH0AOJ,"[{'url': 'https://t.co/Axy2EH0AOJ', 'expanded_url': 'https://victoriacoxwriter.wordpress.com/', 'display_url': 'victoriacoxwriter.wordpress.com', 'indices': [0, 23]}]",[],False,143,1003,0,Sun Sep 01 15:17:29 +0000 2019,6877,,,True,False,810,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212853735124357120/0Bje2J97_normal.jpg,https://pbs.twimg.com/profile_images/1212853735124357120/0Bje2J97_normal.jpg,https://pbs.twimg.com/profile_banners/1168181023152246789/1576277277,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sun Jan 19 00:58:04 +0000 2020,1218699108996866051,1218699108996866051,"Almost finished with my first article for The Carolinian (@thecarolinian)! Can't say what my topic is yet, but you all will find out very soon as a special someone visits UNCG (@UNCG)! I will also be reporting on this event, as well.",False,"[0, 233]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'thecarolinian', 'name': 'The Carolinian', 'id': 48202001, 'id_str': '48202001', 'indices': [58, 72]}, {'screen_name': 'UNCG', 'name': 'UNC Greensboro', 'id': 65615119, 'id_str': '65615119', 'indices': [177, 182]}]",[],en,recent,1168181023152246789,1168181023152246789,Victoria Cox,torileighxvl,"North Carolina, USA","English/Education major, minor in Creative Writing @uncg @uncg_eng Guest-Columnist for @Courier_Tribune & Arts/Entertainment @thecarolinian

@RandolphCC Alumni",https://t.co/Axy2EH0AOJ,"[{'url': 'https://t.co/Axy2EH0AOJ', 'expanded_url': 'https://victoriacoxwriter.wordpress.com/', 'display_url': 'victoriacoxwriter.wordpress.com', 'indices': [0, 23]}]",[],False,143,1003,0,Sun Sep 01 15:17:29 +0000 2019,6877,,,True,False,810,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212853735124357120/0Bje2J97_normal.jpg,https://pbs.twimg.com/profile_images/1212853735124357120/0Bje2J97_normal.jpg,https://pbs.twimg.com/profile_banners/1168181023152246789/1576277277,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
