,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
86,Thu Jan 23 15:30:10 +0000 2020,1220368133204201472,1220368133204201472,RT @Andrestrujado: @RoySocChem @UniofNottingham Whoohoo! Many Congrats Prof Poliakoff @periodicvideos,False,"[0, 101]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'Andrestrujado', 'name': 'Andres Tretiakov', 'id': 440905134, 'id_str': '440905134', 'indices': [3, 17]}, {'screen_name': 'RoySocChem', 'name': 'Royal Society of Chemistry', 'id': 309087942, 'id_str': '309087942', 'indices': [19, 30]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [31, 47]}, {'screen_name': 'periodicvideos', 'name': 'Periodic Videos', 'id': 20228595, 'id_str': '20228595', 'indices': [86, 101]}]",[],en,recent,309087942,309087942,Royal Society of Chemistry,RoySocChem,"Cambridge, England","Here to give every mind in the chemical sciences the support, resources and connections they need to shape chemistry’s future.",https://t.co/v6wDFOWG5h,"[{'url': 'https://t.co/v6wDFOWG5h', 'expanded_url': 'https://www.rsc.org', 'display_url': 'rsc.org', 'indices': [0, 23]}]",[],False,84314,1185,673,Wed Jun 01 14:20:46 +0000 2011,13956,,,True,True,14067,,False,False,False,4F758B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1146371662373433349/X378dsPD_normal.png,https://pbs.twimg.com/profile_images/1146371662373433349/X378dsPD_normal.png,https://pbs.twimg.com/profile_banners/309087942/1579598063,004976,000000,DDEEF6,333333,False,False,False,False,False,False,False,none,Thu Jan 23 10:02:35 +0000 2020,1.2202856942848778e+18,1220285694284877824,@RoySocChem @UniofNottingham Whoohoo! Many Congrats Prof Poliakoff @periodicvideos,False,"[29, 82]",[],[],"[{'screen_name': 'RoySocChem', 'name': 'Royal Society of Chemistry', 'id': 309087942, 'id_str': '309087942', 'indices': [0, 11]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [12, 28]}, {'screen_name': 'periodicvideos', 'name': 'Periodic Videos', 'id': 20228595, 'id_str': '20228595', 'indices': [67, 82]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202805146759537e+18,1220280514675953664,309087942.0,309087942,RoySocChem,440905134.0,440905134,Andres Tretiakov,Andrestrujado,London,"Chemist & science enthusiast in a journey of discovery, understanding & learning.  Enjoying making pyrotechnics plus lots of #chemistry #RealTimeChem👨‍🔬",https://t.co/FokS8hQdXX,[],False,1761.0,357.0,60.0,Mon Dec 19 14:52:09 +0000 2011,15187.0,,,True,False,9878.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212681142731755522/Saoal_a1_normal.jpg,https://pbs.twimg.com/profile_images/1212681142731755522/Saoal_a1_normal.jpg,https://pbs.twimg.com/profile_banners/440905134/1577960691,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,3.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/FokS8hQdXX', 'expanded_url': 'https://www.youtube.com/user/andycapo123', 'display_url': 'youtube.com/user/andycapo1…', 'indices': [0, 23]}]",,,,,,,,,,
87,Thu Jan 23 15:10:44 +0000 2020,1220363239881682944,1220363239881682944,Great external @MRC_IGMM seminar today from @mattloose @UniofNottingham about the power and advancement of Nanopore sequencing recently - It sounds like an exciting time to be a Whale-Watcher! @longreadclub,False,"[0, 206]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'MRC_IGMM', 'name': 'MRC Institute of Genetics and Molecular Medicine', 'id': 498937856, 'id_str': '498937856', 'indices': [15, 24]}, {'screen_name': 'mattloose', 'name': 'Matt Loose', 'id': 9325082, 'id_str': '9325082', 'indices': [44, 54]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [55, 71]}, {'screen_name': 'longreadclub', 'name': 'longreadclub', 'id': 1099651420465389568, 'id_str': '1099651420465389568', 'indices': [193, 206]}]",[],en,recent,1220302722966130690,1220302722966130690,Ross Hannah,RossHannah9,,Epigenetics PhD student at the MRC human Genetics Unit at the University of Edinburgh,,,[],False,3,22,0,Thu Jan 23 11:10:34 +0000 2020,0,,,False,False,1,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220303596421513216/h_W7_blz_normal.jpg,https://pbs.twimg.com/profile_images/1220303596421513216/h_W7_blz_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Thu Jan 23 14:04:48 +0000 2020,1220346648569810946,1220346648569810946,RT @clwnews: A big @clwnews thank you to students from @UniofNottingham who spent time in a Yr 8 French lesson discussing why learning anot…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'clwnews', 'name': 'Carlton le Willows', 'id': 221766879, 'id_str': '221766879', 'indices': [3, 11]}, {'screen_name': 'clwnews', 'name': 'Carlton le Willows', 'id': 221766879, 'id_str': '221766879', 'indices': [19, 27]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [55, 71]}]",[],en,recent,3690501795,3690501795,CLW Careers,CLWCareers,Nottinghamshire ,"Informing and educating young people about career management, and highlighting opportunities for Carlton le Willows Academy students.",https://t.co/eV8G6bwnar,"[{'url': 'https://t.co/eV8G6bwnar', 'expanded_url': 'http://www.clwacademy.co.uk', 'display_url': 'clwacademy.co.uk', 'indices': [0, 23]}]",[],False,499,433,44,Thu Sep 17 23:22:49 +0000 2015,1348,,,False,False,3643,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/730260117510344704/QBD_fd5v_normal.jpg,https://pbs.twimg.com/profile_images/730260117510344704/QBD_fd5v_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Jan 23 08:26:17 +0000 2020,1.220261456471642e+18,1220261456471642112,"A big @clwnews thank you to students from @UniofNottingham who spent time in a Yr 8 French lesson discussing why learning another language is important, sharing their experiences of studying abroad. A vital message about the importance of learning languages at GCSE. @ClwMfl",False,"[0, 274]",[],[],"[{'screen_name': 'clwnews', 'name': 'Carlton le Willows', 'id': 221766879, 'id_str': '221766879', 'indices': [6, 14]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [42, 58]}, {'screen_name': 'ClwMfl', 'name': 'CLW MFL', 'id': 1098614483860275200, 'id_str': '1098614483860275200', 'indices': [267, 274]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,221766879.0,221766879,Carlton le Willows,clwnews,Nottingham,,http://t.co/qqePAohFA8,[],False,1491.0,89.0,17.0,Wed Dec 01 15:15:00 +0000 2010,412.0,,,False,False,1043.0,,False,False,False,00215D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1583078026/no_text_normal.png,https://pbs.twimg.com/profile_images/1583078026/no_text_normal.png,,00215D,6D81A6,D0DDF0,000000,True,False,False,False,False,False,False,none,,,,,False,1.0,8.0,False,False,en,,,,,,,,,,,"[{'url': 'http://t.co/qqePAohFA8', 'expanded_url': 'http://www.clwacademy.co.uk', 'display_url': 'clwacademy.co.uk', 'indices': [0, 22]}]",,,,,,,,,,
91,Thu Jan 23 12:40:40 +0000 2020,1220325476079734786,1220325476079734786,@L_MitchellODP @EENTTheatres @UniofNottingham Thanks Laura ☺️,False,"[46, 61]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203248660434002e+18,1220324866043400192,2543826159.0,2543826159,L_MitchellODP,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'L_MitchellODP', 'name': 'laura mitchell', 'id': 2543826159, 'id_str': '2543826159', 'indices': [0, 14]}, {'screen_name': 'EENTTheatres', 'name': 'NUH EENT Theatres', 'id': 818860165592190977, 'id_str': '818860165592190977', 'indices': [15, 28]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [29, 45]}]",[],en,recent,973256152376139781,973256152376139781,Jennifer,Jennife75792550,"Nottingham, England",Registered Nurse 👩🏻‍⚕️ part of theatres education  team at Nottingham University Hospitals. practice health lecturer at the University of Nottingham.,,,[],False,241,324,1,Mon Mar 12 17:55:23 +0000 2018,739,,,True,False,425,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/973256749363888129/srqq8BLx_normal.jpg,https://pbs.twimg.com/profile_images/973256749363888129/srqq8BLx_normal.jpg,https://pbs.twimg.com/profile_banners/973256152376139781/1520877495,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Thu Jan 23 11:43:06 +0000 2020,1220310987150065664,1220310987150065664,"RT @UoN_GCB: ...and following hot on the heels, @ruegomes and @UoN_GCB Deputy Director Prof Pete Licence will be talking all things #climat…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'UoN_GCB', 'name': 'Green Chemicals Beacon', 'id': 1113766115832995841, 'id_str': '1113766115832995841', 'indices': [3, 11]}, {'screen_name': 'ruegomes', 'name': 'Rachel Gomes', 'id': 2252317749, 'id_str': '2252317749', 'indices': [48, 57]}, {'screen_name': 'UoN_GCB', 'name': 'Green Chemicals Beacon', 'id': 1113766115832995841, 'id_str': '1113766115832995841', 'indices': [62, 70]}]",[],en,recent,224787093,224787093,Tom Clayton,ToppppCat,"Nottingham, England",Research technician in sustainable chemistry @Uniofnottingham @WildPinesPark @Glastofest @ExtinctionR❤️🏃‍♂️🧘🏼‍♂️🔬⚗️🧲🧠⛺️🍄🐾🌲🥑🌶🎵🎥✈️Own views.,https://t.co/Gz6FQh7di5,"[{'url': 'https://t.co/Gz6FQh7di5', 'expanded_url': 'http://www.wildpinespark.com/', 'display_url': 'wildpinespark.com', 'indices': [0, 23]}]",[],False,171,588,1,Thu Dec 09 21:39:16 +0000 2010,768,,,True,False,280,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219357997664755714/j7qRFqah_normal.jpg,https://pbs.twimg.com/profile_images/1219357997664755714/j7qRFqah_normal.jpg,https://pbs.twimg.com/profile_banners/224787093/1545515595,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,Thu Jan 23 09:44:48 +0000 2020,1.2202812171924726e+18,1220281217192472581,"...and following hot on the heels, @ruegomes and @UoN_GCB Deputy Director Prof Pete Licence will be talking all things #climatechange on @bbcemt later today. It's shaping up to be a great day @UniofNottingham #WeAreUoN @NottsChemistry @UoNEngineering @UoNPressOffice @CDTSusChem",False,"[0, 278]","[{'text': 'climatechange', 'indices': [119, 133]}, {'text': 'WeAreUoN', 'indices': [209, 218]}]",[],"[{'screen_name': 'ruegomes', 'name': 'Rachel Gomes', 'id': 2252317749, 'id_str': '2252317749', 'indices': [35, 44]}, {'screen_name': 'UoN_GCB', 'name': 'Green Chemicals Beacon', 'id': 1113766115832995841, 'id_str': '1113766115832995841', 'indices': [49, 57]}, {'screen_name': 'bbcemt', 'name': 'BBC East Midlands', 'id': 61244597, 'id_str': '61244597', 'indices': [137, 144]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [192, 208]}, {'screen_name': 'NottsChemistry', 'name': 'Nottingham Chemistry', 'id': 2215840687, 'id_str': '2215840687', 'indices': [219, 234]}, {'screen_name': 'UoNEngineering', 'name': 'UoN Engineering', 'id': 57285728, 'id_str': '57285728', 'indices': [235, 250]}, {'screen_name': 'UoNPressOffice', 'name': 'UoN Press Office', 'id': 353070348, 'id_str': '353070348', 'indices': [251, 266]}, {'screen_name': 'CDTSusChem', 'name': 'UoN SusChem CDT', 'id': 2801287021, 'id_str': '2801287021', 'indices': [267, 278]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.1137661158329958e+18,1113766115832995841,Green Chemicals Beacon,UoN_GCB,"Nottingham, England",University of Nottingham Green Chemicals Beacon of Excellence. Delivering pioneering research to discover carbon-neutral solutions for a sustainable future,https://t.co/Zg6UAy0QH1,[],False,241.0,395.0,1.0,Thu Apr 04 11:31:49 +0000 2019,366.0,,,False,False,257.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1113770654761914368/MOEHq23m_normal.png,https://pbs.twimg.com/profile_images/1113770654761914368/MOEHq23m_normal.png,https://pbs.twimg.com/profile_banners/1113766115832995841/1554378576,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/Zg6UAy0QH1', 'expanded_url': 'https://www.nottingham.ac.uk/research/beacons-of-excellence/green-chemicals/index.aspx', 'display_url': 'nottingham.ac.uk/research/beaco…', 'indices': [0, 23]}]",,,,,,,,,,
101,Thu Jan 23 10:14:37 +0000 2020,1220288720726872064,1220288720726872064,"Great to meet new people - I'm pleased that me staring at my phone was, this time, a conversation starter rather than a block! Bus stops, dog-walking, iphone - all opportunities for chat! #HopperBus @UniofNottingham",False,"[0, 215]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,1,False,False,en,"[{'text': 'HopperBus', 'indices': [188, 198]}]",[],"[{'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [199, 215]}]",[],en,recent,69815807,69815807,Neil Chadborn,nchadborn,"Nottingham, UK","Researcher: public health of dementia & older people. Voluntary sector #ClimateHealth @CLAHRC_EM @UniofNottingham, Master Public Health @livuni All views my own",https://t.co/z5RRtiS7MI,"[{'url': 'https://t.co/z5RRtiS7MI', 'expanded_url': 'http://healthecologist.blogspot.com/', 'display_url': 'healthecologist.blogspot.com', 'indices': [0, 23]}]",[],False,5136,5636,219,Sat Aug 29 07:24:07 +0000 2009,6801,,,False,False,42920,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/646367494148653056/IvwCKrWu_normal.jpg,https://pbs.twimg.com/profile_images/646367494148653056/IvwCKrWu_normal.jpg,https://pbs.twimg.com/profile_banners/69815807/1567145756,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Thu Jan 23 10:12:20 +0000 2020,1220288146010726404,1220288146010726404,@NikkiSarkar_ @UniofNottingham Thanks Nickki ☺️,False,"[31, 47]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202819963305738e+18,1220281996330573824,3302987607.0,3302987607,NikkiSarkar_,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NikkiSarkar_', 'name': 'Nikki Sarkar RN', 'id': 3302987607, 'id_str': '3302987607', 'indices': [0, 13]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [14, 30]}]",[],en,recent,973256152376139781,973256152376139781,Jennifer,Jennife75792550,"Nottingham, England",Registered Nurse 👩🏻‍⚕️ part of theatres education  team at Nottingham University Hospitals. practice health lecturer at the University of Nottingham.,,,[],False,241,324,1,Mon Mar 12 17:55:23 +0000 2018,739,,,True,False,425,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/973256749363888129/srqq8BLx_normal.jpg,https://pbs.twimg.com/profile_images/973256749363888129/srqq8BLx_normal.jpg,https://pbs.twimg.com/profile_banners/973256152376139781/1520877495,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Thu Jan 23 10:12:00 +0000 2020,1220288060979601408,1220288060979601408,@DamianKitchin @UniofNottingham Thanks damo ☺️,False,"[32, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202848421700485e+18,1220284842170048512,9.080069805933117e+17,908006980593311747,DamianKitchin,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'DamianKitchin', 'name': 'Damian Kitchin', 'id': 908006980593311747, 'id_str': '908006980593311747', 'indices': [0, 14]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [15, 31]}]",[],en,recent,973256152376139781,973256152376139781,Jennifer,Jennife75792550,"Nottingham, England",Registered Nurse 👩🏻‍⚕️ part of theatres education  team at Nottingham University Hospitals. practice health lecturer at the University of Nottingham.,,,[],False,241,324,1,Mon Mar 12 17:55:23 +0000 2018,739,,,True,False,425,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/973256749363888129/srqq8BLx_normal.jpg,https://pbs.twimg.com/profile_images/973256749363888129/srqq8BLx_normal.jpg,https://pbs.twimg.com/profile_banners/973256152376139781/1520877495,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Thu Jan 23 10:02:35 +0000 2020,1220285694284877824,1220285694284877824,@RoySocChem @UniofNottingham Whoohoo! Many Congrats Prof Poliakoff @periodicvideos,False,"[29, 82]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202805146759537e+18,1220280514675953664,309087942.0,309087942,RoySocChem,,,,,False,1,3,False,False,en,[],[],"[{'screen_name': 'RoySocChem', 'name': 'Royal Society of Chemistry', 'id': 309087942, 'id_str': '309087942', 'indices': [0, 11]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [12, 28]}, {'screen_name': 'periodicvideos', 'name': 'Periodic Videos', 'id': 20228595, 'id_str': '20228595', 'indices': [67, 82]}]",[],en,recent,440905134,440905134,Andres Tretiakov,Andrestrujado,London,"Chemist & science enthusiast in a journey of discovery, understanding & learning.  Enjoying making pyrotechnics plus lots of #chemistry #RealTimeChem👨‍🔬",https://t.co/FokS8hQdXX,"[{'url': 'https://t.co/FokS8hQdXX', 'expanded_url': 'https://www.youtube.com/user/andycapo123', 'display_url': 'youtube.com/user/andycapo1…', 'indices': [0, 23]}]",[],False,1761,357,60,Mon Dec 19 14:52:09 +0000 2011,15187,,,True,False,9878,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212681142731755522/Saoal_a1_normal.jpg,https://pbs.twimg.com/profile_images/1212681142731755522/Saoal_a1_normal.jpg,https://pbs.twimg.com/profile_banners/440905134/1577960691,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Thu Jan 23 09:44:48 +0000 2020,1220281217192472581,1220281217192472581,"...and following hot on the heels, @ruegomes and @UoN_GCB Deputy Director Prof Pete Licence will be talking all things #climatechange on @bbcemt later today. It's shaping up to be a great day @UniofNottingham #WeAreUoN @NottsChemistry @UoNEngineering @UoNPressOffice @CDTSusChem",False,"[0, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,2,False,False,en,"[{'text': 'climatechange', 'indices': [119, 133]}, {'text': 'WeAreUoN', 'indices': [209, 218]}]",[],"[{'screen_name': 'ruegomes', 'name': 'Rachel Gomes', 'id': 2252317749, 'id_str': '2252317749', 'indices': [35, 44]}, {'screen_name': 'UoN_GCB', 'name': 'Green Chemicals Beacon', 'id': 1113766115832995841, 'id_str': '1113766115832995841', 'indices': [49, 57]}, {'screen_name': 'bbcemt', 'name': 'BBC East Midlands', 'id': 61244597, 'id_str': '61244597', 'indices': [137, 144]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [192, 208]}, {'screen_name': 'NottsChemistry', 'name': 'Nottingham Chemistry', 'id': 2215840687, 'id_str': '2215840687', 'indices': [219, 234]}, {'screen_name': 'UoNEngineering', 'name': 'UoN Engineering', 'id': 57285728, 'id_str': '57285728', 'indices': [235, 250]}, {'screen_name': 'UoNPressOffice', 'name': 'UoN Press Office', 'id': 353070348, 'id_str': '353070348', 'indices': [251, 266]}, {'screen_name': 'CDTSusChem', 'name': 'UoN SusChem CDT', 'id': 2801287021, 'id_str': '2801287021', 'indices': [267, 278]}]",[],en,recent,1113766115832995841,1113766115832995841,Green Chemicals Beacon,UoN_GCB,"Nottingham, England",University of Nottingham Green Chemicals Beacon of Excellence. Delivering pioneering research to discover carbon-neutral solutions for a sustainable future,https://t.co/Zg6UAy0QH1,"[{'url': 'https://t.co/Zg6UAy0QH1', 'expanded_url': 'https://www.nottingham.ac.uk/research/beacons-of-excellence/green-chemicals/index.aspx', 'display_url': 'nottingham.ac.uk/research/beaco…', 'indices': [0, 23]}]",[],False,241,395,1,Thu Apr 04 11:31:49 +0000 2019,366,,,False,False,257,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1113770654761914368/MOEHq23m_normal.png,https://pbs.twimg.com/profile_images/1113770654761914368/MOEHq23m_normal.png,https://pbs.twimg.com/profile_banners/1113766115832995841/1554378576,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
