,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
5,Sat Jan 25 23:31:52 +0000 2020,1221214132428509184,1221214132428509184,"@KevinGuskiewicz @UNC Nice win today, Coach! You, the staff, and the team needed and deserved this. 👍💪😏🐑👏👏

We knew the bad luck wouldn't last forever.",False,"[22, 151]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.221161583293948e+18,1221161583293947904,7.667060349289431e+17,766706034928943104,KevinGuskiewicz,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'KevinGuskiewicz', 'name': 'Kevin Guskiewicz', 'id': 766706034928943104, 'id_str': '766706034928943104', 'indices': [0, 16]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [17, 21]}]",[],en,recent,477331301,477331301,archer,ncnative46,Southeast USA,"Just a human being with all that implies. Hopefully for better, not worse. Arsenal and UNC fan..",,,[],False,143,85,6,Sun Jan 29 02:46:06 +0000 2012,29321,,,False,False,46918,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/932818322332241921/pwvRdlu4_normal.jpg,https://pbs.twimg.com/profile_images/932818322332241921/pwvRdlu4_normal.jpg,,0057B3,000000,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sat Jan 25 19:37:11 +0000 2020,1221155068923215874,1221155068923215874,"RT @KMirica: @Alex_Zhuko @UNC Thanks for hosting me, Alex. It is great to see that your group is already off to such a fast start at @UNC!…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'KMirica', 'name': 'Katherine Mirica', 'id': 2249506726, 'id_str': '2249506726', 'indices': [3, 11]}, {'screen_name': 'Alex_Zhuko', 'name': 'Aleksandr Zhukhovitskiy', 'id': 1055282743058165760, 'id_str': '1055282743058165760', 'indices': [13, 24]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [25, 29]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [133, 137]}]",[],en,recent,35796947,35796947,Frank Leibfarth,Frank_Leibfarth,,"Assistant Prof @UNC, chemist, Cheerleader for @LeibfarthGroup. SD–CA–MA–
NC. Here you will find my 🔥 takes on science & sports.",https://t.co/3RLgpBb2sY,"[{'url': 'https://t.co/3RLgpBb2sY', 'expanded_url': 'http://frankleibfarth.com', 'display_url': 'frankleibfarth.com', 'indices': [0, 23]}]",[],False,2236,1390,25,Mon Apr 27 17:12:50 +0000 2009,5203,,,False,False,2844,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1068615492917702657/WH1zo3Cf_normal.jpg,https://pbs.twimg.com/profile_images/1068615492917702657/WH1zo3Cf_normal.jpg,https://pbs.twimg.com/profile_banners/35796947/1543612854,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,Sat Jan 25 18:24:07 +0000 2020,1.221136683166552e+18,1221136683166552066,"@Alex_Zhuko @UNC Thanks for hosting me, Alex. It is great to see that your group is already off to such a fast start at @UNC! Also had a great time catching up with your awesome colleagues, including @abigailsknight @LockettLab @Frank_Leibfarth!",False,"[17, 245]",[],[],"[{'screen_name': 'Alex_Zhuko', 'name': 'Aleksandr Zhukhovitskiy', 'id': 1055282743058165760, 'id_str': '1055282743058165760', 'indices': [0, 11]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [12, 16]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [120, 124]}, {'screen_name': 'abigailsknight', 'name': 'Abby Knight', 'id': 869768525786652672, 'id_str': '869768525786652672', 'indices': [200, 215]}, {'screen_name': 'LockettLab', 'name': 'Lockett Lab', 'id': 898732326, 'id_str': '898732326', 'indices': [216, 227]}, {'screen_name': 'Frank_Leibfarth', 'name': 'Frank Leibfarth', 'id': 35796947, 'id_str': '35796947', 'indices': [228, 244]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2205500887763517e+18,1220550088776351745,1.0552827430581658e+18,1055282743058165760,Alex_Zhuko,2249506726.0,2249506726,Katherine Mirica,KMirica,,Assistant Professor of Chemistry at Dartmouth College,http://t.co/ntKbM5Kg0u,[],False,2914.0,1852.0,23.0,Sun Dec 29 06:41:46 +0000 2013,12749.0,,,False,False,1349.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1206318936914087938/rvMM-PWd_normal.jpg,https://pbs.twimg.com/profile_images/1206318936914087938/rvMM-PWd_normal.jpg,https://pbs.twimg.com/profile_banners/2249506726/1511368856,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,4.0,False,False,en,"[{'url': 'http://t.co/ntKbM5Kg0u', 'expanded_url': 'http://www.miricagroup.com', 'display_url': 'miricagroup.com', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,
18,Sat Jan 25 17:53:33 +0000 2020,1221128992503345152,1221128992503345152,@UNC Don and Billie are such a fun couple!! They support all things Carolina!!! What Great Tar Heels!!!,False,"[5, 103]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211281170220114e+18,1221128117022011392,20683724.0,20683724,UNC,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [0, 4]}]",[],en,recent,574144845,574144845,David Spencer,dspencerunc,"High Point, NC","Fortunate and blessed father, husband, son, brother, uncle and bro-in law. Tar Heel Grad. Go Heels!",,,[],False,151,461,2,Tue May 08 00:03:43 +0000 2012,8710,,,True,False,1361,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/849957046237753344/2DM-MInk_normal.jpg,https://pbs.twimg.com/profile_images/849957046237753344/2DM-MInk_normal.jpg,https://pbs.twimg.com/profile_banners/574144845/1412808235,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sat Jan 25 15:54:49 +0000 2020,1221099111723741185,1221099111723741185,Congrats to all of the students who got accepted to #UNC24! @UNC #alumna,False,"[0, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,"[{'text': 'UNC24', 'indices': [52, 58]}, {'text': 'alumna', 'indices': [65, 72]}]",[],"[{'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [60, 64]}]",[],en,recent,854151060377804801,854151060377804801,Morgan Newell,mnewellWCTI12,"Chapel Hill, NC",@wcti12 Greenville Reporter | @UNC and @UNCMJSchool Alumna | Story Ideas: manewell@sbgtv.com,https://t.co/PqqLT1bADN,"[{'url': 'https://t.co/PqqLT1bADN', 'expanded_url': 'http://wcti12.com', 'display_url': 'wcti12.com', 'indices': [0, 23]}]",[],False,324,423,3,Tue Apr 18 01:54:16 +0000 2017,102,,,True,False,746,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1197564660800774145/EaYQK2Jw_normal.jpg,https://pbs.twimg.com/profile_images/1197564660800774145/EaYQK2Jw_normal.jpg,https://pbs.twimg.com/profile_banners/854151060377804801/1574356641,56A0D4,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Sat Jan 25 15:11:15 +0000 2020,1221088146168930305,1221088146168930305,"RT @CountessesofUNC: An idea....when Coach Williams passes Coach Smith in all time wins, should the @BellTowerUNC be lit in joint honor of…",False,"[0, 139]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,36,0,False,False,en,[],[],"[{'screen_name': 'CountessesofUNC', 'name': 'Countesses of UNC', 'id': 775109762501447680, 'id_str': '775109762501447680', 'indices': [3, 19]}, {'screen_name': 'BellTowerUNC', 'name': 'Bell Tower', 'id': 1171162957855821825, 'id_str': '1171162957855821825', 'indices': [100, 113]}]",[],en,recent,1273564075,1273564075,Sam Vaught,uncsamatl,Atlanta,"Audiologist, University of North Carolina (M.S. B.A.) Salus University (Au.D.) Trying to get fit, UNC-CH Tar Heels, Atlanta Falcons, Hawks, Braves fan",,,[],False,152,438,5,Sat Mar 16 23:33:39 +0000 2013,17253,,,True,False,2952,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1028127519462096896/3XZNxU65_normal.jpg,https://pbs.twimg.com/profile_images/1028127519462096896/3XZNxU65_normal.jpg,https://pbs.twimg.com/profile_banners/1273564075/1533959581,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Sat Jan 25 01:18:58 +0000 2020,1.2208786973156884e+18,1220878697315688448,"An idea....when Coach Williams passes Coach Smith in all time wins, should the @BellTowerUNC be lit in joint honor of the two coaches? @UNC @UNC_Basketball @KevinGuskiewicz @GoHeels We think this would be a beautiful tribute. Like or retweet if you agree.",False,"[0, 255]",[],[],"[{'screen_name': 'BellTowerUNC', 'name': 'Bell Tower', 'id': 1171162957855821825, 'id_str': '1171162957855821825', 'indices': [79, 92]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [135, 139]}, {'screen_name': 'UNC_Basketball', 'name': 'Carolina Basketball', 'id': 45575375, 'id_str': '45575375', 'indices': [140, 155]}, {'screen_name': 'KevinGuskiewicz', 'name': 'Kevin Guskiewicz', 'id': 766706034928943104, 'id_str': '766706034928943104', 'indices': [156, 172]}, {'screen_name': 'GoHeels', 'name': 'UNC Tar Heels', 'id': 204910970, 'id_str': '204910970', 'indices': [173, 181]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.751097625014477e+17,775109762501447680,Countesses of UNC,CountessesofUNC,The Blue Zone ,Two UNC grads • Proud Tar Heels • Celebrating Redemption on and off the Court • For our 2017 National Champion Basketball Team • For our University on 10/13/17,,[],False,3543.0,284.0,23.0,Sun Sep 11 23:12:23 +0000 2016,44471.0,,,False,False,19191.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/775164277271519237/5WXxBsnO_normal.jpg,https://pbs.twimg.com/profile_images/775164277271519237/5WXxBsnO_normal.jpg,https://pbs.twimg.com/profile_banners/775109762501447680/1524852638,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,36.0,296.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
47,Sat Jan 25 13:33:32 +0000 2020,1221063553278447617,1221063553278447617,@PaigeClayton3 @maryann_feldman @UNCPublicPolicy @create_unc @UNC Congrats Page!,False,"[66, 80]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207993392594002e+18,1220799339259400194,485324122.0,485324122,PaigeClayton3,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PaigeClayton3', 'name': 'Paige Clayton', 'id': 485324122, 'id_str': '485324122', 'indices': [0, 14]}, {'screen_name': 'maryann_feldman', 'name': 'Maryann Feldman', 'id': 572721868, 'id_str': '572721868', 'indices': [15, 31]}, {'screen_name': 'UNCPublicPolicy', 'name': 'UNC Public Policy', 'id': 357653013, 'id_str': '357653013', 'indices': [32, 48]}, {'screen_name': 'create_unc', 'name': 'CREATE', 'id': 1103726816605454336, 'id_str': '1103726816605454336', 'indices': [49, 60]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [61, 65]}]",[],en,recent,807033224,807033224,Jason Coupet,ProfessaJay,"Raleigh, NC","For a public sector for the least of us. @UICBusiness PhD, @umichEcon alum, Prof @NCStateSPIA. Econ of Gov and NP organizations, Political Economy. Views mine.",,,[],False,592,1146,5,Thu Sep 06 15:18:39 +0000 2012,4492,,,True,False,1156,,False,False,False,134E6B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1141023951981694977/4QCjgSJe_normal.png,https://pbs.twimg.com/profile_images/1141023951981694977/4QCjgSJe_normal.png,https://pbs.twimg.com/profile_banners/807033224/1560876389,E81C4F,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Sat Jan 25 05:10:40 +0000 2020,1220937003224748034,1220937003224748034,"RT @CountessesofUNC: An idea....when Coach Williams passes Coach Smith in all time wins, should the @BellTowerUNC be lit in joint honor of…",False,"[0, 139]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,36,0,False,False,en,[],[],"[{'screen_name': 'CountessesofUNC', 'name': 'Countesses of UNC', 'id': 775109762501447680, 'id_str': '775109762501447680', 'indices': [3, 19]}, {'screen_name': 'BellTowerUNC', 'name': 'Bell Tower', 'id': 1171162957855821825, 'id_str': '1171162957855821825', 'indices': [100, 113]}]",[],en,recent,38387768,38387768,chris bracken,SHAQ_BRACKEN,,"Nerd,Dolphins,Tarheels,Sneakerhead .........Husband,son,brother, uncle,",,,[],False,365,2138,2,Thu May 07 06:57:57 +0000 2009,25818,,,True,False,6024,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1184613847946149888/RmKVfHES_normal.jpg,https://pbs.twimg.com/profile_images/1184613847946149888/RmKVfHES_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Sat Jan 25 01:18:58 +0000 2020,1.2208786973156884e+18,1220878697315688448,"An idea....when Coach Williams passes Coach Smith in all time wins, should the @BellTowerUNC be lit in joint honor of the two coaches? @UNC @UNC_Basketball @KevinGuskiewicz @GoHeels We think this would be a beautiful tribute. Like or retweet if you agree.",False,"[0, 255]",[],[],"[{'screen_name': 'BellTowerUNC', 'name': 'Bell Tower', 'id': 1171162957855821825, 'id_str': '1171162957855821825', 'indices': [79, 92]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [135, 139]}, {'screen_name': 'UNC_Basketball', 'name': 'Carolina Basketball', 'id': 45575375, 'id_str': '45575375', 'indices': [140, 155]}, {'screen_name': 'KevinGuskiewicz', 'name': 'Kevin Guskiewicz', 'id': 766706034928943104, 'id_str': '766706034928943104', 'indices': [156, 172]}, {'screen_name': 'GoHeels', 'name': 'UNC Tar Heels', 'id': 204910970, 'id_str': '204910970', 'indices': [173, 181]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.751097625014477e+17,775109762501447680,Countesses of UNC,CountessesofUNC,The Blue Zone ,Two UNC grads • Proud Tar Heels • Celebrating Redemption on and off the Court • For our 2017 National Champion Basketball Team • For our University on 10/13/17,,[],False,3543.0,284.0,23.0,Sun Sep 11 23:12:23 +0000 2016,44471.0,,,False,False,19191.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/775164277271519237/5WXxBsnO_normal.jpg,https://pbs.twimg.com/profile_images/775164277271519237/5WXxBsnO_normal.jpg,https://pbs.twimg.com/profile_banners/775109762501447680/1524852638,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,36.0,296.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
61,Sat Jan 25 04:46:21 +0000 2020,1220930884804591617,1220930884804591617,"@kiannahpierce @UNC @UNCSoftball Welcome, fam.",False,"[33, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208875978005135e+18,1220887597800513537,9.969212535784243e+17,996921253578424320,kiannahpierce,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kiannahpierce', 'name': 'also known as kiwi', 'id': 996921253578424320, 'id_str': '996921253578424320', 'indices': [0, 14]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [15, 19]}, {'screen_name': 'UNCSoftball', 'name': 'Carolina Softball', 'id': 26512535, 'id_str': '26512535', 'indices': [20, 32]}]",[],en,recent,246120404,246120404,Brittany McKinney,bmac_22,,"Firefighter, Color Commentator ESPN/SEC Network, Former UNC Tar Heel catcher, Retired NPF catcher, #22",,,[],False,1558,1107,5,Wed Feb 02 04:57:18 +0000 2011,3066,,,True,False,2545,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1215504154937839616/DSvycMOz_normal.jpg,https://pbs.twimg.com/profile_images/1215504154937839616/DSvycMOz_normal.jpg,https://pbs.twimg.com/profile_banners/246120404/1547145656,2FC2EF,FFFFFF,252429,666666,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Sat Jan 25 04:23:33 +0000 2020,1220925149366640640,1220925149366640640,@HeelsYes @UNC My firstborn is a 2024 TAR HEEL,False,"[15, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220894513922814e+18,1220894513922813952,248799990.0,248799990,HeelsYes,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'HeelsYes', 'name': 'HeelsYes', 'id': 248799990, 'id_str': '248799990', 'indices': [0, 9]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [10, 14]}]",[],en,recent,1646384142,1646384142,John C Bircher III👨🏼‍🌾🐂🚜,BircherTrustee,"North Carolina, USA","New Bern NC. Tar Heel bred. ‘92 UNC, ‘97 Campbell Law, Bankruptcy Specialist & Chapter 7, 11 and 12 Trustee USBC-EDNC",https://t.co/zDRdPpkdkp,"[{'url': 'https://t.co/zDRdPpkdkp', 'expanded_url': 'http://whiteandallen.com', 'display_url': 'whiteandallen.com', 'indices': [0, 23]}]",[],False,653,877,9,Sun Aug 04 23:58:52 +0000 2013,44120,,,True,False,7343,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1142533428371447808/XUe4Tbgf_normal.jpg,https://pbs.twimg.com/profile_images/1142533428371447808/XUe4Tbgf_normal.jpg,https://pbs.twimg.com/profile_banners/1646384142/1540601549,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1ef8962bc0b514d,https://api.twitter.com/1.1/geo/id/c1ef8962bc0b514d.json,city,New Bern,"New Bern, NC",US,United States,[],Polygon,"[[[-77.137333, 35.076669], [-77.034161, 35.076669], [-77.034161, 35.163741], [-77.137333, 35.163741]]]",,,,,,,,,,
80,Sat Jan 25 03:05:56 +0000 2020,1220905616446820352,1220905616446820352,"RT @CountessesofUNC: An idea....when Coach Williams passes Coach Smith in all time wins, should the @BellTowerUNC be lit in joint honor of…",False,"[0, 139]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,36,0,False,False,en,[],[],"[{'screen_name': 'CountessesofUNC', 'name': 'Countesses of UNC', 'id': 775109762501447680, 'id_str': '775109762501447680', 'indices': [3, 19]}, {'screen_name': 'BellTowerUNC', 'name': 'Bell Tower', 'id': 1171162957855821825, 'id_str': '1171162957855821825', 'indices': [100, 113]}]",[],en,recent,797921867436789764,797921867436789764,Carolina Mom,SPHart3,"Asheville, NC",UNC Tar Heels 💙 Panthers,,,[],False,406,1939,8,Sun Nov 13 21:59:32 +0000 2016,34845,,,False,False,4765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1081991350990589954/OE4ob_Gl_normal.jpg,https://pbs.twimg.com/profile_images/1081991350990589954/OE4ob_Gl_normal.jpg,https://pbs.twimg.com/profile_banners/797921867436789764/1541547364,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Sat Jan 25 01:18:58 +0000 2020,1.2208786973156884e+18,1220878697315688448,"An idea....when Coach Williams passes Coach Smith in all time wins, should the @BellTowerUNC be lit in joint honor of the two coaches? @UNC @UNC_Basketball @KevinGuskiewicz @GoHeels We think this would be a beautiful tribute. Like or retweet if you agree.",False,"[0, 255]",[],[],"[{'screen_name': 'BellTowerUNC', 'name': 'Bell Tower', 'id': 1171162957855821825, 'id_str': '1171162957855821825', 'indices': [79, 92]}, {'screen_name': 'UNC', 'name': 'UNC-Chapel Hill', 'id': 20683724, 'id_str': '20683724', 'indices': [135, 139]}, {'screen_name': 'UNC_Basketball', 'name': 'Carolina Basketball', 'id': 45575375, 'id_str': '45575375', 'indices': [140, 155]}, {'screen_name': 'KevinGuskiewicz', 'name': 'Kevin Guskiewicz', 'id': 766706034928943104, 'id_str': '766706034928943104', 'indices': [156, 172]}, {'screen_name': 'GoHeels', 'name': 'UNC Tar Heels', 'id': 204910970, 'id_str': '204910970', 'indices': [173, 181]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.751097625014477e+17,775109762501447680,Countesses of UNC,CountessesofUNC,The Blue Zone ,Two UNC grads • Proud Tar Heels • Celebrating Redemption on and off the Court • For our 2017 National Champion Basketball Team • For our University on 10/13/17,,[],False,3543.0,284.0,23.0,Sun Sep 11 23:12:23 +0000 2016,44471.0,,,False,False,19191.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/775164277271519237/5WXxBsnO_normal.jpg,https://pbs.twimg.com/profile_images/775164277271519237/5WXxBsnO_normal.jpg,https://pbs.twimg.com/profile_banners/775109762501447680/1524852638,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,36.0,296.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
